,Store Number,Store Location,lon,lat,# of stores within 5 mile radius,Nearest other store (mi)
42044,4326,POINT (-93.92712 42.2713),-1.6393375009158164,0.737773364098279,1,0.2421030200589734
42054,5517,POINT (-91.17004 41.00853),-1.591217377174931,0.7157338699028702,2,0.0435314786047315
42056,5223,POINT (-95.67135 40.89927),-1.6697800573278772,0.7138269231621412,0,8.606387543003418
42077,3916,POINT (-92.43721 41.00934),-1.6133336658574275,0.7157480070698115,21,0.1543380081950595
42078,6055,POINT (-93.43955 41.29093),-1.6308277990818676,0.7206626797105022,0,7.282916047131473
42081,5785,POINT (-95.03783 40.72734),-1.6587230474506425,0.7108261785791874,4,0.023499013889894026
42082,5951,POINT (-91.5469 41.48854),-1.5977948249939968,0.7241116248453682,4,0.40071516927099393
42090,4792,POINT (-94.01324 41.53684),-1.6408405784676336,0.7249546188740814,3,0.06149276523333041
42091,6137,POINT (-94.17584 42.50106),-1.6436784838313765,0.7417834325876612,27,0.10291456661881936
42093,10034,POINT (-93.83161 41.64381),-1.6376705369472364,0.7268215975749398,76,0.08941767748633732
42097,5702,POINT (-91.71448 41.48241),-1.600719647754489,0.724004636162221,2,0.3385931446353422
42102,4209,POINT (-93.77154 41.68834),-1.6366221176655635,0.7275987926908528,54,0.4085792451380727
42109,4514,POINT (-94.21832 42.51543),-1.6444198996976238,0.7420342364011728,26,1.1932491399361695
42124,5671,POINT (-95.74606 41.03813),-1.671083992812042,0.7162504873614606,7,0.16147991367480777
42165,2559,POINT (-92.81381 41.01542),-1.6199065758204383,0.7158541230883326,3,0.25958669495750714
42171,5789,POINT (-91.54093 41.55421),-1.597690628837653,0.7252577825651528,3,4.026579961177211
42177,6261,POINT (-93.85294 41.60536),-1.638042815676687,0.726150518477548,59,0.6746064593047162
42193,5543,POINT (-94.72138 40.66771),-1.6531999530327064,0.7097854387462231,1,0.6300908615714961
42211,5237,POINT (-94.17794 42.51218),-1.6437151357456685,0.741977513200483,26,0.2705214488388425
42212,4359,POINT (-93.86556 41.6004),-1.6382630762282886,0.726063950146649,50,0.736641894233621
42234,5632,POINT (-94.67918 42.73258),-1.6524634240883649,0.7458242188718784,2,0.05280241579885105
42258,2688,POINT (-93.8543 41.61507),-1.638066552154514,0.7263199899479167,57,0.001549769224504987
42267,5965,POINT (-93.30344 41.01022),-1.628452231436978,0.7157633659672289,7,0.4660187431788275
42268,5791,POINT (-94.67814 42.7326),-1.652445272664144,0.7458245679377288,2,0.05280241579885105
42299,4266,POINT (-95.38511 40.76041),-1.6647842268769684,0.7114033589628219,5,0.06909956717865369
42302,5233,POINT (-93.27923 41.39268),-1.6280296872250701,0.7224385522244064,0,9.842992770886003
42322,4374,POINT (-93.77238 41.67365),-1.6366367784312803,0.7273424038237349,71,0.04319941685827992
42342,5463,POINT (-91.78668 43.30421),-1.601979775474429,0.7558010444750536,9,0.09485244215505585
42352,4942,POINT (-93.61347 41.5902),-1.6338632757169362,0.7258859265629457,96,0.6010344090956855
42410,5615,POINT (-93.79336 41.68838),-1.6370029485083488,0.7275994908225537,42,0.02373609957473728
42423,4311,POINT (-94.18159 42.50508),-1.6437788402633662,0.7418535948235914,26,0.1433787753943907
42475,2674,POINT (-93.9247 40.62366),-1.6392952639479181,0.7090166212107196,2,0.23967572681028304
42488,2720,POINT (-93.80732 41.60047),-1.6372465964719272,0.7260651718771255,108,0.708930228038535
42560,5557,POINT (-94.16753 42.5084),-1.6435334469705358,0.7419115397547577,27,0.04375274729647867
42577,5821,POINT (-91.42569 41.49012),-1.5956793114076546,0.7241392010475497,1,0.25842548658271725
42647,4818,POINT (-91.79701 43.30764),-1.6021600679861598,0.755860909268397,9,0.01807125656903275
42729,6175,POINT (-92.55212 41.70643),-1.6153392237008943,0.7279145227525387,0,5.713995049133127
42798,5935,POINT (-93.77428 41.64357),-1.6366699396870683,0.726817408784735,113,0.2711184062854965
42823,3660,POINT (-93.10666 41.30615),-1.6250177725349038,0.7209283188226558,11,0.19762959137389804
42964,5581,POINT (-92.07643 41.5113),-1.6070368669820825,0.7245088617831221,1,0.21489598116955164
42996,5680,POINT (-91.10546 40.82025),-1.590090243543993,0.7124477639872153,36,0.0
43059,3782,POINT (-91.10051 42.77976),-1.5900038497460194,0.7466476652129694,4,0.054589448066026225
43117,5976,POINT (-94.35701 41.07105),-1.6468404968372148,0.7168250497512171,11,0.8575293212964851
43122,6156,POINT (-91.07458 42.60256),-1.5895512858709773,0.7435549417784354,1,0.016390679757212808
43302,5864,POINT (-94.98545 40.93468),-1.657808843988448,0.7144449442502724,0,6.948650464559477
43559,4258,POINT (-91.14004 40.79915),-1.5906937783993327,0.7120794995150445,38,0.0940177247002332
44632,4732,POINT (-93.83438 41.61488),-1.6377188825675166,0.7263166738223379,78,0.08009219220338702
48498,4653,POINT (-94.37744 42.02006),-1.6471970676033973,0.7333883988855685,3,0.22121325673961706
48512,4746,POINT (-91.03037 41.44462),-1.5887796758086707,0.7233450762378923,21,0.14137812200326755
48529,5207,POINT (-91.67708 41.96797),-1.6000668946142431,0.7324792568782047,95,0.16860123848955125
48536,6287,POINT (-90.50064 41.54897),-1.579534143162081,0.7251663273123483,49,0.18726193959227047
48537,4717,POINT (-90.48523 41.55085),-1.5792651879243487,0.7251991395022859,44,0.07632340970788351
48542,6283,POINT (-94.87856 42.0753),-1.655943261550991,0.7343525187643701,10,0.32700630845787054
48562,4750,POINT (-90.55198 41.55678),-1.580430195200055,0.7253026375269293,84,0.053021140306567294
48564,5094,POINT (-91.66192 41.97324),-1.5998023026996406,0.7325712357297847,105,0.20237159753753337
48573,6081,POINT (-93.75245 41.57059),-1.6362889343113578,0.7255436674966296,93,0.8737714280468022
48587,2687,POINT (-90.48395 41.5514),-1.579242847709923,0.7252087388131718,43,0.06730210259298587
48591,6076,POINT (-93.05835 41.69034),-1.6241746039732652,0.7276336992758927,13,0.6167780119635848
48597,5039,POINT (-91.49053 41.79685),-1.5968109828946477,0.7294926494621919,2,0.6492592605725047
48605,5955,POINT (-94.28945 42.28057),-1.6456613523945673,0.7379351561199389,1,0.046010240767799644
48607,5805,POINT (-92.79784 43.28415),-1.6196278467388947,0.7554509314271035,3,0.6922301550655338
48629,4700,POINT (-92.79512 42.75322),-1.6195803737832404,0.74618445482949,2,0.0
48637,4549,POINT (-93.30965 42.08262),-1.6285606163835271,0.7344802768656161,0,8.044983749397842
48639,4652,POINT (-90.56972 41.55216),-1.5807398166093587,0.725222003315487,83,0.0
48659,4999,POINT (-92.66779 42.7832),-1.617358046046676,0.746707704539238,0,6.754312299952249
48662,5854,POINT (-90.68398 41.50858),-1.5827340298126875,0.7244613888274679,34,2.012854096884085
48695,4610,POINT (-94.84661 42.58895),-1.6553856288549789,0.743317402467239,0,9.15214110711249
48697,5205,POINT (-94.72891 42.05687),-1.6533313763253816,0.7340308545832277,1,0.4297980013985111
48702,5506,POINT (-90.59978 41.5745),-1.581264462582508,0.7256119098703826,73,0.06358423862094949
48715,4781,POINT (-95.14876 42.47362),-1.6606591411898797,0.7413045142409139,0,8.247616822590475
48729,4715,POINT (-93.73141 41.57149),-1.6359217170367382,0.7255593754598975,101,0.0014754714414605369
48757,5388,POINT (-93.35826 43.44438),-1.6294090209329213,0.7582474724875742,1,0.2883830540333951
48779,6071,POINT (-93.21694 42.74174),-1.6269425216340028,0.7459840910313611,9,0.01566730449544872
48780,5675,POINT (-92.54779 43.36385),-1.615263650944283,0.7568419588409431,2,0.1985050190105001
48794,4748,POINT (-90.51436 41.57484),-1.5797736023354545,0.7256178439898393,54,0.031270736810905926
48799,4887,POINT (-93.77927 41.60046),-1.6367570316167426,0.7260649973442003,125,0.14740161788580933
48867,10038,POINT (-93.80923 41.56381),-1.6372799322606402,0.7254253341733443,72,0.013583642872259967
48883,5830,POINT (-93.04036 41.69925),-1.6238606192408316,0.7277892081122455,13,0.1257000571957263
48932,5640,POINT (-92.63291 42.56519),-1.6167492752035804,0.7429027122369651,0,7.758087712699449
48952,4907,POINT (-92.44586 42.51619),-1.6134846368377251,0.7420475009034879,42,0.5024943612593251
49032,5028,POINT (-95.18694 42.64453),-1.6613255078982914,0.7442874564654975,13,0.11669962931421624
49040,5377,POINT (-94.63716 42.39882),-1.6517300367366767,0.7399990079604222,2,0.08572721125577283
49044,9001,POINT (-91.67744 41.83213),-1.6000731777995503,0.7301084016222955,4,1.2755959527824565
49162,4982,POINT (-95.30377 42.67559),-1.6633645760633962,0.7448295557311669,2,0.09169473622244301
49166,2706,POINT (-93.69754 41.65418),-1.6353305740190878,0.7270025882183716,105,0.23586206173176663
49346,6044,POINT (-93.71301 41.56995),-1.6356005764543713,0.7255324973894167,110,0.2554750987252184
50248,5832,POINT (-93.20247 42.74889),-1.6266899724912396,0.7461088820728788,9,0.28675677368324604
50662,5214,POINT (-91.67638 41.95607),-1.600054677309479,0.7322715626972173,86,0.3787441227929283
51069,4530,POINT (-91.58709 41.87257),-1.5984962728203735,0.7308142127718021,5,3.4960189887565734
51114,4533,POINT (-92.88809 43.37844),-1.6212030063888196,0.757096602378809,2,1.6462925797976975
54595,5091,POINT (-91.04529 41.42422),-1.589040078933068,0.7229890290704855,21,0.1728376788299198
54599,10060,POINT (-93.49464 41.65904),-1.6317893009667912,0.7270874112200185,40,0.30238581080697363
54616,4921,POINT (-91.7399 41.96387),-1.601163310450346,0.7324076983788729,60,0.407675367510562
54621,10004,POINT (-91.34572 41.67141),-1.5942835716048347,0.7273033084484902,2,0.6744183901018206
54634,5234,POINT (-90.70816 42.47857),-1.5831560504258197,0.7413909080388876,50,0.9294746107690827
54648,5184,POINT (-90.25557 41.78812),-1.5752568647642187,0.7293402822184928,9,0.09598176044735415
54652,5209,POINT (-90.68298 42.52767),-1.5827165765201674,0.7422478647016169,50,0.8742920663193643
54659,6070,POINT (-90.72109 42.51246),-1.5833817214981025,0.7419824001223885,51,0.009143378450711889
54662,5847,POINT (-90.60185 41.52237),-1.5813005908980244,0.7247020697313179,68,0.19489480451848645
54686,2721,POINT (-90.66476 42.48835),-1.582398577530454,0.7415616012397327,49,0.4450027406794189
54692,5551,POINT (-92.00901 41.68952),-1.605860166000388,0.7276193875760264,3,1.6626503111925128
54701,4535,POINT (-90.67606 42.53925),-1.5825957997359297,0.7424499738289979,47,0.8742920663193643
54722,5100,POINT (-90.59087 41.52647),-1.5811089537461553,0.7247736282306497,74,0.339657986548666
54754,5766,POINT (-91.01718 41.45831),-1.5885494668803324,0.7235840118124903,20,0.37080838018034584
54756,4412,POINT (-91.11806 41.64969),-1.5903101550297445,0.7269242229349571,0,5.96177761197344
54771,2587,POINT (-93.69777 41.66481),-1.6353345882763675,0.7271881167178587,92,0.04927169460557413
54814,5765,POINT (-91.08447 41.4484),-1.5897238989339995,0.7234110496836177,21,0.869233106043083
54823,4941,POINT (-93.7117 41.62915),-1.63557771264117,0.7265657323065975,123,0.02148720154384496
54839,5624,POINT (-90.75849 42.51053),-1.5840344746383483,0.7419487152678251,43,0.9838261793546726
54875,5529,POINT (-90.72043 42.50849),-1.5833702023250393,0.7419131105510844,51,0.06909946257715735
54878,5270,POINT (-93.73646 41.64996),-1.6360098561639638,0.7269289353239374,104,0.38003812098979417
54886,2709,POINT (-90.74103 42.51758),-1.58372974015095,0.7420717609800908,48,0.06633368168331666
54908,5664,POINT (-93.56141 41.644),-1.6329546573083478,0.7268249137005186,73,1.1581627570244952
55077,6272,POINT (-91.05697 41.88874),-1.5892439333897013,0.7310964325118495,1,0.46758285790905635
55078,4468,POINT (-91.04113 41.43164),-1.5889674732361851,0.7231185325009835,21,0.3848997376644959
55649,5240,POINT (-91.34675 41.66155),-1.5943015484961303,0.7271312189842436,2,0.008982686061154266
57784,6240,POINT (-93.00055 41.67966),-1.6231658036656125,0.7274472981117798,13,1.3753625908255718
58373,5866,POINT (-92.71643 42.18766),-1.6182069741948462,0.736313570711911,1,0.446828595942238
58388,3825,POINT (-93.60052 41.60488),-1.6336372555788028,0.7261421408971385,83,0.2998158833467512
58390,5114,POINT (-95.89457 41.55636),-1.6736759812841788,0.7252953071440708,4,0.2364037539830884
58392,6030,POINT (-92.92997 42.04184),-1.621933950279555,0.7337685315966529,15,0.5017983098982672
58396,5185,POINT (-91.56811 41.66984),-1.598165009328345,0.7272759067792339,61,0.08375374257680532
58399,5885,POINT (-92.08387 42.84748),-1.607166719478431,0.7478296021824199,4,0.6788460460110695
58407,5980,POINT (-95.83836 43.18602),-1.6726949317116326,0.7537382398321215,7,0.06448833465944029
58410,6255,POINT (-95.72266 43.40478),-1.6706755857670754,0.7575563221037844,3,1.43681021112042
58414,5263,POINT (-96.30888 43.19925),-1.6809070549081164,0.7539691468921604,7,0.0062681081483786935
58416,5893,POINT (-92.39243 42.46936),-1.6125521074183846,0.7412301632147791,73,0.8213345656372483
58420,5366,POINT (-92.66189 43.05913),-1.6172550716208085,0.751523591544266,6,0.7738651076023603
58421,10046,POINT (-96.37871 42.47639),-1.682125818324784,0.7413528598611943,44,0.03321272692940705
58426,2715,POINT (-95.35301 42.01675),-1.6642239761870783,0.7333306284873274,7,0.36688689335540886
58446,5605,POINT (-92.31782 43.06538),-1.6112499172634716,0.7516326746225156,3,0.4301364039632175
58448,6318,POINT (-93.10056 41.95355),-1.624911307450532,0.7322275804000671,0,5.095715849226438
58449,5390,POINT (-96.41741 42.5044),-1.682801260745306,0.7418417265846777,39,0.10994431910894371
58468,5534,POINT (-96.34561 42.44041),-1.6815481143423738,0.7407248903963266,26,0.5004915360676444
58485,10018,POINT (-92.58167 41.98614),-1.6158549684948587,0.732796383203292,5,0.05880289524396603
58494,5773,POINT (-91.88945 42.48002),-1.6037734503467034,0.7414162153130417,10,0.7788699401228464
58507,4848,POINT (-94.01293 41.33545),-1.6408351679469526,0.7214397002934901,6,0.06569550116944076
58511,4523,POINT (-94.87985 41.59113),-1.655965776298342,0.7259021581249891,0,8.2542802033143
58516,5344,POINT (-96.4085 42.53512),-1.6826457519089533,0.7423778917308904,34,1.1573632928637199
58525,4944,POINT (-93.73745 41.37336),-1.6360271349235587,0.7221013546129211,1,3.0112062496285876
58532,6330,POINT (-93.64902 41.60042),-1.63448374026602,0.7260642992124995,122,0.4733036658024347
58534,5079,POINT (-95.34905 42.01233),-1.6641548611486994,0.7332534849343892,7,0.026705514864597584
58535,4791,POINT (-96.3471 42.47041),-1.6815741197482286,0.741248489171925,46,0.03839296664959925
58544,4138,POINT (-93.57927 41.35662),-1.633266373112754,0.7218091864961372,15,0.2532173866332718
58546,5289,POINT (-93.59779 42.18671),-1.6335896080902235,0.736296990084017,6,0.15117328966870217
58547,5089,POINT (-95.88691 41.5564),-1.673542289063476,0.7252960052757715,4,0.3960772431561753
58558,5718,POINT (-92.90803 42.05144),-1.6215510250416671,0.7339360832048443,15,0.09189978816530009
58566,5007,POINT (-92.33628 42.66171),-1.6115721050433898,0.74458730403099,2,0.29035393629690137
58583,4248,POINT (-95.82142 43.18605),-1.672399272936345,0.7537387634308972,7,0.2272382406677915
58589,4554,POINT (-96.41682 42.51026),-1.6827909633027192,0.7419440028788448,39,0.07632639696265717
58592,4759,POINT (-92.33758 42.52712),-1.6115947943236657,0.7422382653907309,68,0.23217011952934305
58598,5931,POINT (-92.19048 42.31609),-1.6090274149939818,0.7385550970702474,1,0.36833848661745217
58608,4728,POINT (-91.50289 41.64954),-1.597026705590194,0.7269216049410792,49,0.06557545896101052
58609,4584,POINT (-92.97297 42.75055),-1.6226844418579125,0.7461378545384618,0,9.025702988830174
58610,4500,POINT (-91.63695 41.7519),-1.5993664939854177,0.7287081239634204,25,0.10019282445918574
58613,5627,POINT (-96.4675 42.497),-1.68367549616763,0.7417125722200302,24,0.34703739645475107
58624,5863,POINT (-92.30251 42.49841),-1.6109827073549912,0.7417371813624833,66,0.4809570218813949
58625,5934,POINT (-91.53027 41.65603),-1.5975045767393903,0.7270348768095335,54,0.09190123821382037
58633,6284,POINT (-96.41669 42.5059),-1.6827886943746915,0.7418679065234577,39,0.10994431910894371
58639,5368,POINT (-91.90363 42.46861),-1.6040209380346364,0.741217073245389,10,0.09073648840751607
58645,5567,POINT (-91.53203 41.64612),-1.5975352945342254,0.726861914680661,52,0.15949043864738505
58688,3942,POINT (-92.57943 41.98595),-1.615815873119614,0.7327930670777133,5,0.07799318349259594
58702,10048,POINT (-91.90872 42.66293),-1.604109775293563,0.7446085970478644,8,0.24736255344462008
58703,4396,POINT (-92.60139 42.3257),-1.6161991474233517,0.738722823211364,2,0.0
58708,6074,POINT (-91.20197 42.63898),-1.591774660805093,0.7441905906920118,0,6.940943356191328
58723,5619,POINT (-92.25791 42.46905),-1.6102042905086016,0.7412247526940978,45,1.5908638852553927
58748,6091,POINT (-91.52723 41.64376),-1.5974515187301297,0.7268207249103138,52,0.16216978398250467
58752,4770,POINT (-92.44932 42.4096),-1.613545025229844,0.7401871544537871,5,0.3497195917744636
58799,5775,POINT (-92.06338 42.46921),-1.606809101514697,0.741227545220901,0,7.956517243254846
58802,2567,POINT (-90.6093 41.56016),-1.581430617927298,0.7253616296556467,70,0.41261794598813517
58807,4233,POINT (-92.11683 43.37164),-1.607741979999888,0.7569779199896735,4,0.11235812516507361
58814,5973,POINT (-93.55828 41.35551),-1.6329000285027604,0.7217898133414402,15,0.0627141690907803
58833,6221,POINT (-96.04148 42.99752),-1.6762400444882837,0.7504482941921122,6,0.40227535011803883
58836,5232,POINT (-94.93394 41.71987),-1.6569098248907457,0.7281490950040067,2,0.26201100345015876
58852,5202,POINT (-92.2187 42.42417),-1.6095199469088948,0.7404414489258027,8,2.5651664886215695
58869,10105,POINT (-91.91357 42.66324),-1.6041944237622847,0.7446140075685457,8,0.24736255344462008
58872,5979,POINT (-95.70314 41.7384),-1.6703348974970862,0.7284725045144013,1,0.09438062241465159
58884,5884,POINT (-92.29625 43.45077),-1.6108734497438164,0.7583589990267765,0,9.964053145027831
58888,4444,POINT (-96.23464 42.22839),-1.6796113224714357,0.7370244433162482,2,0.626696821544884
58903,5498,POINT (-91.66603 42.7457),-1.599874035731898,0.7460532060697401,0,7.685906191580573
58916,5317,POINT (-92.58069 41.98658),-1.6158378642681892,0.7328040626520007,5,0.05880289524396603
58920,5412,POINT (-92.57681 41.97071),-1.6157701454932116,0.7325270788997092,5,0.632694788115132
59001,5378,POINT (-92.99005 42.11023),-1.622982544094153,0.7349621622720918,0,5.554760473016033
59006,5277,POINT (-96.12493 42.02693),-1.677696521749073,0.7335083030051804,3,1.44287890035982
59039,5582,POINT (-93.50007 42.1664),-1.6318840723451744,0.7359425137129371,4,4.072266005699202
59054,4756,POINT (-92.91163 42.03817),-1.6216138568947391,0.7337044780131047,15,0.0870910420784466
59247,4938,POINT (-91.90554 42.61533),-1.6040542738233494,0.7437778203239152,8,3.0731859144415328
59257,6180,POINT (-96.00125 43.18624),-1.6755378985302063,0.7537420795564759,0,6.829645885347157
59294,4836,POINT (-91.53724 41.6579),-1.5976262261882541,0.7270675144665458,58,0.13418584492088084
59342,4498,POINT (-91.73904 42.46842),-1.6011483006187788,0.7412137571198103,1,0.4730635030377285
59346,6043,POINT (-95.05898 41.90661),-1.6590921845874393,0.7314083228491809,1,0.34411009980480994
59354,4828,POINT (-92.89662 42.04921),-1.6213518829740148,0.7338971623625249,15,0.3833797342608868
59403,5603,POINT (-92.67319 43.06674),-1.6174522938262839,0.7516564111003428,6,0.11969654005060675
59463,6276,POINT (-96.17377 42.78877),-1.678548940555747,0.7468049193785741,7,0.18863640728599773
59535,5519,POINT (-96.56297 42.82309),-1.685341762004509,0.7474039163778585,1,0.41131392531356037
59669,5872,POINT (-92.30699 42.45311),-1.6110608981054806,0.7409465472113299,65,0.0
59938,5609,POINT (-91.91201 42.67666),-1.6041671966259532,0.7448482307541632,8,0.07794264615546385
60003,2707,POINT (-93.75539 41.62943),-1.6363402469913666,0.726570619228503,133,0.09681975041928144
60639,5613,POINT (-91.45796 42.50264),-1.596242529157273,0.7418110087898427,7,1.2763217892522316
60780,5612,POINT (-92.19643 42.3191),-1.6091312620844758,0.7386076314807323,1,0.36833848661745217
67449,5923,POINT (-92.95144 41.41036),-1.622308672469958,0.722747126436159,7,0.5179971250253911
67451,5502,POINT (-92.91649 41.4035),-1.621698679896386,0.7226273968494723,7,0.7661555059907381
67460,4689,POINT (-91.34404 40.62698),-1.5942542500734014,0.7090745661418859,9,0.0588007258837901
67472,5992,POINT (-95.14392 43.13002),-1.6605746672540833,0.7527608554510048,11,0.017993659473648473
67479,4387,POINT (-95.09457 43.423),-1.6597133472682242,0.7578743210934977,15,0.02761278107842882
67489,5750,POINT (-93.58201 41.70518),-1.6333141951342587,0.7278927061368887,52,0.03145436516659512
67502,5021,POINT (-95.12935 43.38217),-1.6603203727820677,0.7571617031599085,21,0.007030705766580302
67514,2700,POINT (-94.69414 43.11194),-1.6527245253444633,0.7524452999222441,5,0.6078349241004318
67539,6026,POINT (-91.40628 40.41783),-1.5953405429998424,0.7054242100113398,10,0.0974245844152742
67572,5761,POINT (-95.13854 43.36305),-1.6604807685403262,0.7568279962069271,21,0.12752613615385858
67596,4726,POINT (-93.60025 41.73904),-1.6336325431898224,0.728483674621614,45,0.11606040161972221
67620,10049,POINT (-95.97335 42.81334),-1.6750509516688998,0.747233746775789,1,0.3602341589412211
67640,10059,POINT (-93.90426 42.66409),-1.6389385186488103,0.7446288428671876,6,0.08857477712841873
67703,5978,POINT (-94.21777 43.08171),-1.6444103003867379,0.7519176868893663,7,0.20228179344288003
67734,4899,POINT (-94.75173 43.23778),-1.6537296604606866,0.7546416222529538,0,9.166722498473753
67739,5792,POINT (-95.66152 43.18598),-1.6696084914624059,0.7537375417004207,1,0.285664169353934
67740,4499,POINT (-95.14998 43.32009),-1.6606804342067543,0.7560782027602704,10,0.7911675089193648
67787,5069,POINT (-93.53249 43.41961),-1.632449908088671,0.7578151544318551,2,0.0766987251536147
67788,4405,POINT (-93.5816 41.73107),-1.6333070392843254,0.72834457188023,44,0.022428025347606028
67819,6168,POINT (-95.14447 43.13847),-1.6605842665649693,0.7529083357727983,11,0.507397209123853
67838,5796,POINT (-94.44299 42.96567),-1.6483411309280793,0.7498924068253521,2,0.4583173936191705
67839,4854,POINT (-94.48294 43.39274),-1.6490383899642511,0.7573461844618443,0,8.814365549962979
67842,6103,POINT (-95.48152 43.18486),-1.6664668988088163,0.7537179940127984,2,0.22069259368397828
67853,5302,POINT (-93.61679 42.8452),-1.6339212206481022,0.7477898086754745,4,0.09265835680570432
67861,6292,POINT (-91.33593 40.74173),-1.5941127038710645,0.7110773314585493,0,5.940676922414833
67909,6098,POINT (-95.14374 43.12753),-1.6605715256614295,0.75271739675263,11,0.15429872181912424
68001,5677,POINT (-94.30773 43.38496),-1.645980398581832,0.757210397846039,0,7.761020081429147
68016,6296,POINT (-91.96149 41.00664),-1.60503078553984,0.7157008831800075,9,0.05320027079971858
68771,4777,POINT (-95.68472 42.98246),-1.6700134078488686,0.750185447606762,2,0.16561916129793794
68829,5826,POINT (-91.38226 40.39475),-1.5949213149135135,0.7050213880199795,9,0.4639572439960791
68956,6259,POINT (-91.52049 41.67556),-1.597333883538545,0.727375739612448,57,0.10634509383852482
69199,5977,POINT (-93.6168 42.84379),-1.6339213951810274,0.7477651995330213,4,0.09742891219146214
69456,5098,POINT (-93.63986 41.60042),-1.6343238681065373,0.7260642992124995,113,0.4733036658024347
72999,5568,POINT (-92.65148 41.46826),-1.617073382845676,0.7237576720730637,1,0.02649475880413305
73001,10093,POINT (-95.82467 41.24298),-1.6724559961370347,0.7198257943341709,50,0.10870706449146221
73009,10095,POINT (-95.9008 41.24495),-1.6737847152965781,0.7198601773204353,51,0.44727434953540196
73045,5316,POINT (-92.20518 41.33304),-1.6092839783940251,0.721397637858517,2,0.016591534866170342
73058,10090,POINT (-92.42511 41.0282),-1.6131224810179363,0.7160771761667375,21,0.6305942127333157
73074,6027,POINT (-92.6287 41.15442),-1.6166757968420715,0.7182801307486048,1,0.20765097584882258
73125,6152,POINT (-91.96249 41.00727),-1.6050482388323601,0.7157118787542951,9,0.02216344530174116
73135,10117,POINT (-94.01312 41.33639),-1.6408384840725314,0.7214561063884589,6,0.04461814360651195
73145,6294,POINT (-92.16455 41.00097),-1.60857485111894,0.7156019230114194,0,6.420038823629245
73177,5628,POINT (-95.88414 41.2598),-1.6734939434431957,0.7201193587143564,53,0.15854979381357717
73180,4279,POINT (-91.95272 41.36387),-1.6048777201644402,0.7219357228669069,0,9.180001637024107
73303,5985,POINT (-92.64498 41.27802),-1.6169599364442964,0.7204373577040697,6,0.6523062097236104
73317,5833,POINT (-92.43533 41.21258),-1.61330085366749,0.7192952142415647,0,10.7658324854623
73478,5398,POINT (-93.24716 41.68714),-1.6274699601339555,0.7275778487398289,5,0.07097086487735124
73520,4522,POINT (-93.09978 41.5089),-1.6248976938823663,0.7244669738810742,1,0.6200355564096901
73868,4627,POINT (-92.84431 41.58109),-1.6204389012422964,0.7257269270680891,0,9.697350968466267
76923,5058,POINT (-93.78291 41.61555),-1.6368205616015152,0.7263283675283262,127,0.9283869257351345
76935,4496,POINT (-91.63482 42.00586),-1.5993293184723503,0.7331405621317852,110,0.023498789039151462
76936,5879,POINT (-92.87457 42.22521),-1.62096703787395,0.7369689418460348,1,0.0258149090544307
76951,5484,POINT (-92.46036 42.49796),-1.6137377095792642,0.7417293273808494,42,0.7385755845644532
76957,6007,POINT (-93.6977 41.67158),-1.635333366545891,0.7273062755082186,79,0.09259220260836568
76966,4608,POINT (-95.85214 41.2652),-1.6729354380825576,0.720213606493964,53,0.18389741529650816
76967,4660,POINT (-91.6425 41.97718),-1.5994633597589034,0.7326400017023132,114,0.4524104800733855
76969,4795,POINT (-93.56868 41.62714),-1.6330815427449679,0.7265306511886322,71,0.09236404539605786
76984,4853,POINT (-93.73647 41.67181),-1.636010030696889,0.7273102897654983,75,1.1062390203979937
77023,6176,POINT (-92.46283 42.53779),-1.6137808192117884,0.7424244920219187,35,0.001018265662531402
77026,2691,POINT (-93.69815 41.61488),-1.6353412205275248,0.7263166738223379,123,0.0584893200650723
77031,10025,POINT (-93.81436 41.62932),-1.6373694676512673,0.7265686993663258,99,0.993791783702454
77040,5816,POINT (-93.50931 41.64919),-1.6320453407680588,0.726915496288697,54,0.19079388225867625
77042,4734,POINT (-93.71272 41.62938),-1.6355955149995405,0.726569746563877,123,0.038219158404101734
77048,4491,POINT (-91.61906 41.97685),-1.5990542545822362,0.7326342421157817,97,0.1772967796626657
77059,5142,POINT (-91.63359 41.97697),-1.5993078509225507,0.7326363365108841,109,0.314384976895768
77087,2723,POINT (-93.6983 41.66783),-1.635343838521403,0.7272408256612689,85,0.16947559791706035
77088,4512,POINT (-92.37635 42.50015),-1.6122714584746638,0.741767550091468,86,0.2015305222150106
77098,5747,POINT (-95.8533 41.22791),-1.6729556839018807,0.7195627732158955,51,0.2597244700860714
77129,5780,POINT (-92.42083 42.50979),-1.613047780925951,0.7419357998313604,73,0.4503696164870165
77152,6278,POINT (-93.50311 41.65322),-1.6319371303544352,0.7269858330575524,48,0.337390515597001
77158,5860,POINT (-93.61019 41.99478),-1.6338060289174707,0.7329471796506642,43,0.43498922425473924
77201,4436,POINT (-93.65013 42.02123),-1.6345031134207173,0.7334088192378169,43,0.03869464764845487
77218,10023,POINT (-93.70584 41.58271),-1.6354754363470032,0.7257552014019713,120,0.06408925569370467
77348,5887,POINT (-93.68459 41.65748),-1.6351045538809545,0.7270601840836874,101,0.7063763663871585
77575,2686,POINT (-93.51693 41.59796),-1.6321783348570609,0.7260213641129004,46,0.10935204721708094
77584,6017,POINT (-93.22143 43.16281),-1.6270208869174174,0.7533331489127337,23,0.9707480026941535
77605,5539,POINT (-93.65275 41.68038),-1.6345488410471194,0.7274598644823941,79,1.196251258711047
